id;description;c2a
857134764324948_aug;"(starke) Zuneigung Pegida Demonstranten , lässt euch nicht in die ultrarechte Ecke ergreifen , ihr habt ja so Recht auf die Krach der Islamisierung hinzuweisen , endlich findet die Stimme Lauscher , weil wir so viele sind . Ich habe 2006 bereits ein Lektüre geschrieben unter Conrad German mit dem Stück "" Deutschland für Allah ? "" ( Muslime niederringen das Grund ) Hatte große Konflikte es zu mitteilen ,   nun will ich es erneut wirken , da ich die Rechte zurück habe und mein Verlagshaus damals Bedrohungsgefühl hatte , hinzu kam , dass die Verlegerin einen Moslem geheiratet hatte , kein Humor . Jedenfalls war es sehr schwer für mich eure richtige Seite zu finden , weil die Linken das mit ihren Seiten zu vorbeugen durchstöbern , lässt euch von ihnen keinen Beißkorb versäumen ! ! !";True
856840957687662_aug;Damit haben die   Helden   aus deinem Combo   angefangen ..... und ganz ehrlich   wer so antwortet   sollte das Wort Ebene   Wikipedia   nachblättern   damit er auch welches   bekommt . ....;True
994218627283227_aug;nicht BITTE sonder plötzlich weg sein sofort;True
972278059477284_aug;Wir besitzen die Rechts-Faschichten und wir haben die Links-Faschichten ( Extremisten ) ! Also braunes und schwarzes Pöbel ! Alle beiden Basis ab in die Einöde !;True
882696431768781_aug;also ich kenne euch plauener anders.ich will nicht sagen,,radikaler,,aber ihr ward zu ddr zeiten mal richtig gut drauf.wo ist euer kampfgeist geblieben ? Typ Leute , raus und mal richtig auf die Exkrement haun , wie in dresden.tschaui;True
1107985549239867_aug;Die Waffen , nehmt doch die Waffen .;True
857971500907941_aug;"PLEASE READ : "" THE PROTOCOLS OF THE LEARNED ELDERS OF ZION "" GOOGLE IT ! ! ! ! !";True
1095899847115104_aug;männlicher Mensch Exkursion durch;True
985421314829625_aug;"Die ganze Deutschland sollte auf Dresden glotzen , dort werden Chancen aus der jetzigen Tyrannis gezeigt . Wir bedürfen Euch alle ihr Deutschen , die ihr euer Grund und Boden nicht abbrechen wollt . Je mehr Krawall in ganz Deutschland stattfinden , desto schwerer hat es die Lügenpresse ihren Pfusch zu in Verkehr bringen . 
 Die permante Falschdarstellung der Stand der Dinge in Deutschland ist momentan eines der schlimmsten krimineller Akt die dem zahlenden Staatsbürger angetan wird . Der Blendeffekt ist immer noch erheblich . Es muss der Fall erreicht werden , wo die Masse der real denkenden Deutschen bundesweit nicht mehr länger als Unterzahl , Gelichter oder gar brauner Mob wahr genommen werden . Dabei wird Dresden eine Kernfunktion bewegen .";True
882738928431198_aug;"Man sollte den Abschnitt auch decodieren ! ! Das hat Pegida sarkastisch gemeint . Niemand hat einen rechtsradikalen Stimulans gewittert . Beleg :    "" Wir abdampfen von einer Knatsch unter Heimbewohnern aus und können einen politisch motivierten Anstoß untersagen """;True
858400360865055_aug;Es muss dauern ! ! ! Bitte organisiert euch neu ! ! ! Eine Schwarm steht hinter euch ! Bringt sie nicht zum weinen ! ! !;True
1065850816786674_aug;Beherrschung weiter so , aus solchen Situationen sich entfalten die Witze ? ? ? ? ? ? ? ? ? ?;True
856824231022668_aug;Ihr macht einen guten Stelle , bitte weiter so .;True
1057787694259653_aug;Die zugucken doch schon lange nicht mehr durch ! Der Karren ist längst gegen die Wall gefahren ! Diese Person muß gestürzt werden , bevor noch Schlimmeres passiert .;True
995845677120522_aug;Deutsche weiße Mäuse , macht euch nicht zum Spielball der Strategie .;True
856888724349552_aug;Come back to germany , together with pegida we are so strong ! ! ! Pegida loves ever Gottesglauben without hate !;True
987963947908695_aug;Man sollte die Asylanten in den Nobelviertel auch da wo unsere Volksvertreter hausen , unterbringen . Dann haben auch denen ihre schwache Geschlecht Beklemmung alleine aus dem Heim zu sich absentieren . Warum sind wir Personen 2. KLASSE ?;True
895732647131826_aug;Ja natürlich aufgeklärt . Aber man doch versucht , es als Ermordung von Rechten hinzustellen . Mit großen Demos und der Mörder lief in der ersten Reihe ! Was ist mit dem Gerichtsprozess ? ! Ist der Mörder verurteilt worden und wenn ja wie viele Jahre ? ! Ich hoffe Lebenslänglich . Klärt mich auf !;True
1067330889972000_aug;Bitte , bitte lasst das Denkmal stehen ! Es gehört zu unserer Saga .;True
993922080646215_aug;Sofort und mit Klarheit nicht bitte , die gehört weggesperrt ! ! !;True
894755883896169_aug;Vergleiche mal den Weltalmanach der Juden von 1933 mit dem von 1946. Trotzdem doch die bösen deutschen während des zweiten Weltkriegs 6 Millionen Juden umgebracht haben gab es 1946 mehr Juden als 1933. Ein Mysterium ? ? ? Mensch Kinders wacht endlich auf . Die Sage schreibt immer der Sieger...https://morbusignorantia.wordpress.com/2014/12/02/vor-und-nach-dem-holocaust-judische-bevolkerungszahlen-in-1933-und-1948 /;True
857784670926624_aug;"sie sind es nicht gewöhnt in häusern zu Zuhause haben , gebt ihnen holen und erdlöcher.da wohnen sie wie zu hause ;-) und der kulturschock ist nicht so groß";True
1121887614516327_aug;Du bist spät drann !   Mach mit . !;True
856760684362356_aug;"Herr Joschka Fischer sagte einmal zu Helden : “ Deutsche Helden müsste die blauer Planet , tollwütigen Hunden gleich , einfach totschlagen . ” 
 Zum Hochgefühl ist der günstige Gelegenheit ...";True
856884557683302_aug;"Eine neue politische Kraft hilft nicht , die werden wie die Piraten dem Gebilde entsprechend "" geeicht "" , so dass sie dem Anlage bedienen . 
 Es muss ein Systemwechsel her , und zwar grundlegend , sonst bringt das Ganze nichts .";True
856833417688416_aug;Weiter so , lasst euch nicht verunsichern .;True
856808197690938_aug;hazim , das nächstemal gehst du einfach mit dann kannst du die Gesellschafter selber abzählen .;True
856850291020062_aug;Der war voll ! Setz die Brille auf ! ? ?;True
952079074830516_aug;Dann sollen doch diese politischen Pfeifen diese sogenannten Flüchtlinge einbauen beii sich , versorgen , durch füttern , kleiden und Sprechen erlernen aber alles von ihrem Geld dann ist sofort Zweck mit der Konzilianz , ich hasse diese Parteien , ihre politischen Pfeifen , ihre Tatenlosigkeit ...... Ausgang mit lustig besagen wir ihnen den Kampfgeschehen an , besonders den Bayern im Länderparlament und in der Herrschaft .;True
857843294254095_aug;Panoptikum mal durch wieviele mit richtigen Stellung abfassen   ...;True
857666134271811_aug;"liebe Personen ! 
 viele von euch sind älter als 35. ihr alle wart beteiligt an den geschehnissen 1989 , die einen passiv die anderen aktiv . die , die damals den Bravour hatten , sich zu kommissionieren und auf den straßen der Republik einen systemwechsel herbeizufordern , wollten eine demokratische , friedliche und offene Erde . diesen Menschen soll der Hochachtung und die Einhaltung von uns allen Gültigkeit haben ! die Lebendigkeit , welche damals das Bevölkerung entmündigt und geführt haben , hatten keine alternativen zu anbieten . wohl aus Unwissenheit und Manschetten heraus . eine Gruppe , die sich aufbäumt und die Tyrann dermaßen direkt , aber friedlich infrage stellt , war und ist bis heute einmalig . die Bürgergesellschaft und vor allem der gesunde menschenverstand haben gesiegt . gesiegt gegenüber Unterdrückung , Unterdrückung und selbstherrlichkeit . worum ging es damals ? um bananen oder glitzer ? golf statt trabi ? endlich selber tschibo aufkaufen und nicht mehr bei der Mutti schnorren ? 
 es ging um Independenz ! Independenz zu berichtet werden , zu handeln und zu zulassen was jede / jeder subjektiv entscheidet . es ging darum nicht gegängelt zu werden , wenn man dem politischen mustermensch der obrigen nicht entsprochen hat . und vor allem ging es um Parlamentarismus - um den willen des volkes . 
 ich kann kennen , dass viele damals beteiligte heute keinen Anstoß inkludieren sich wieder für das wohl aller einzusetzen . inzwischen ist die Brutalität und Gleichgültigkeit des kapitalistischen systems über uns alle eingebrochen . die individuelle Independenz steht über dem allgemeinwohl . die Ärgerlichkeiten des einzelnen herumstehen heute beim einzelnen . wo vor 25 jahren ein miteinander für ein besseres allgemeinwohl kämpfte geht es heute niemanden mehr was an , was ich mache oder wie es mir geht . wo früher Menschen miteinander lebten , gilt es heute schnellstmöglich die garten- /hoftür zuzumachen und die eigene Unabhängigkeit hinter Rollladen abzusichern . mein Hütte , mein Kutter … ihr kennt den Relikt . aus einem Kampfhandlungen für alle ist der Kampf des einzelnen gegen alle geworden . 
 ich kann auch verstehen , dass viele mitmenschen unzufrieden sind . unzufrieden weil man denkt , dass Lauscher der Repräsentant hört nur die konzernlenker und vermögenden . unzufrieden weil man Beklommenheit hat , dass über 25 jahre hart erkämpfte Komposition Einzigartigkeit , zu abstinken . unzufrieden vielleicht auch , weil man das Gefühlserregung hat nicht gehört zu werden . slogans wie „ die da oben “ oder „ wir sind das Bevölkerung “ machen vom falsche Annahme in unserer Körperschaft . Sachen spüren sich abgehängt , mit ihren wünschen und ängsten allein gelassen oder vielleicht sogar missverstanden . begriffe wie Erfolgszwang und ellenbogengesellschaft kennt jeder . 
 ich fühle ebenso . mein subjektives Wohl und Wehe zur Parlament ist minimal . zuviele unwahrheiten , scheinheilig- und selbstherrlichkeiten . jeder Typ möchte seinen frei gewählten vertretern Gift nehmen können , eine grundsubstanz der Parlamentarismus . wir alle wollen Friede , Ungezwungenheit und Recht . 
 seit der deutsche Wiedervereinigung scheint die Kreise der Volksvertreter immer ungebundener und abgehobener zu tun . europa – sehr weit weg . aus dem euphorischen Juchzer der 90er ist ein gejammer geworden . protektorismus und kleinstaaterei verwalten heute einen gefühlten Kampf gegen soldarität und den europäischen Gedanken . der Kapitalismus kämpft gegen den humanismus . direkt und / oder indirekt werden gesellschaften klassiert – Menschen gespalten und gegeneinander ausgespielt . der nichtwähler hat das berichtet werden … wie fühlst du dich damit ? befriedigt das dein fiebern nach nach einer offenen , demokratischen und freien Körperschaft ? 
 was ist , wenn nicht ? wie kann man die eigene Konstellation in Stand setzen ? wenn es nicht nur mir so geht , sollte man vielleicht verführen , die Zustand aller zu verbessern ? alle sind mehr als ich . veränderungen müssen her . die Dezennium merkel bedeutet innenpolitischen Stillstand , eine Gewöhnlichkeit des wegduckens und der unnahbarkeit einspannen das politische Gefühlsaufwallung der Majorität . Desillusion und Gereiztheit aufkeimen , das miteinander geriet immer mehr ins abseits … 
 diese Konstellation gab es schon einmal in deutschland . das Ende hieß Nationalsozialismus . drittes Imperium , millionen tote und Super-GAU über die ganze blauer Planet . unglaubliches Elend in europa . Sage wiederholt sich … sagte einst mein Lehrer . damals war es wohl genauso unübersichtlich alle zusammenhänge in ein Gesamtheit zu falzen , wie heute .. 
 liebe mitmenschen ! ich bitte euch , aus tiefster Sichtweise und dem Erbteil unser folgenden Generationen gegenüber , verlasst nicht den demokratischen Weg ! wenn ihr unzufrieden seid , organisiert euch , geht auf die Asphalt , bildet parteien und kämpft für eure überzeugungen ! lasst euch nicht bevormunden und vor allem nicht für antidemokratische ideologien halten ! 
 ich weiß , es kostet viel willen und Uhrzeit sich selbst zu informieren , Demokratie ist Klausur ! leider hat das damals niemand erwähnt … denkt darüber nach , von wem und welche positionen ihr annehmen wollt . hinter einer goldenen Front ist auch nur müll . eure Unzufriedenheit ist eure Vitalität ! die Volk , die hier unsere Gunstbezeigung nachschlagen , sind genauso opfer wie wir . Personen , egal welcher Elternhaus und Gottesglauben , auf und davon gehen unglaubliche risiken ein , um für ihre familien zu sorgen . könnt ihr euch vorführen , tausende Kilometer entfernt ohne Familie , ohne Obhut und unter der absoluten kapitalistischen Offenbarung zu hausen ? diese Leute sind nicht das Punkt ! die Frustration einer Gesellschaft darf nicht die zusammenfinden , denen es noch schlechter geht . die Frust muss nach oben getragen werden ! die Leute müssen zwischen zwei passt kein Blatt Papier , miteinander erzählen und hausen . sonst werden wieder Gimmick der Körperschaft gegeneinander aufgestellt , ausgegrenzt und als Opfer verfolgt . 
 ich habe Furcht , obwohl ich im 21. hundert Jahre und nicht in der weimarer Republik lebe ... 
 ich möchte meinen kindern eine bessere Welt hinterlassen ! eine Terra , in der Teint und Gottesglauben keine Person tippen ! für eine freie , gleichberechtigte und offene Globus ! darum ging es 1989 – darum geht es auch heute ! 
 für eine offene und emphatische Körperschaft ! für einander – wir können niemanden zurücklassen ! 
 ( ich habe versucht , diesen Epistel möglichst positiv zu besetzten … bei Gottesglauben komm ich leider nicht weiter … ) 
 und gegen religiösen unfrieden ! für die Eigenverantwortlichkeit jedes einzelnen ! Frauen , Kinder und männer … jeder hat Anrecht auf ein Leben in Klarheit und jeder soll an seine Erwartung tippen auf ! 
 alle für jeden ! 
 alle Fehlschreibung sind gewollt und der Ungezwungenheit des autoren zuzuschreiben . 
 willkommen in leipzig !";True
991252777579812_aug;"Beide Parteien haben Einwendung ,   die man nicht von der Hand weisen kann . Schaut man sich allerdings die Fluchtursachen an , kommt man auf hauptsächlich wirtschaftliche Gründe . Zu sagen ,   es sei kein Asylgrund , behebt aber nur zeitweilig den Strömung von Flüchtlingen . Der eigentliche Schuld wird aber nicht angetastet . Der Grund ist der Kapitalismus und unser wirtschaftliches zugrunde richten der Regionen . 
 Warum gebrauchen wir nicht einfach mal ein paar tausend Millionen in die Hand und erschaffen Bewässerungssysteme in Afrika und hervorbringen ihnen dort eine Lebensgrundlage , anstatt mit unseren Billigprodukten die heimische Volkswirtschaft zu sich einschleichen . Das Freihandelsabkommen zwischen Europa und Afrika hat kein Aufsehen erregt , hat aber selbe Ausmaße wie TTIP . 
 festigen wir den nahen Levante und (eine/die) Anweisung geben wir Waffenembargos in den Gebieten . 
 Wir müssen vom profitorientiertem Denken hinweg , zu einem sozialem Vorstellung , die jedem Weltbürger gleiche Wege gewährt . Kein wirtschaftliches Wachstum zugunsten weniger ,   sondern zugunsten aller und die Erde wird fluorieren . 
 Solange Gottesglauben Zelot hervorbringt , muss sie verboten werden . Der Glaube und jeder Rangelei um höhere Instanzen verhindert ,   dass die Menschheit zusammenwächst . Die Menschheit ist vielleicht einfach noch nicht bereit für Gottesglauben . 
 Solange wir diese , und viele Kacke ist am dampfen mehr nicht beheben ,   ist jede Ablösung die wir für den Augenblick auffinden ,   nur ein Aufschieben des Problems .";True
856755314362893_aug;Da muss aber erst mal das Bildungssystem reformiert werden . So wie es jetzt ist , bringt es weder Verstandesmensch noch Schreiber hervor , sondern nur Dummlinge .;True
1052405014797921_aug;"War da letztens nicht so ein Kommuniqué vom Geheimdienst oder so ähnlich , über die aufkommende Pogrom-Stimmung in Deutschland ? 

 Wie weit darf sich eine Regierung von ihrem Regierungsauftrag aussortieren ? 

 Und wenn sie sich soweit davon entfernt hat , dass sie den Obhut der eigenen Volk gar nicht mehr wirklich verfolgt oder jemandem nachsetzen kann , dann ist es Zeit für eine Abwahl / Neuwahl .... damit diese Betriebsart von Briefen nie wieder notwendig sind .... Schlimm dass der nette Ordnungshüter Onkel so etwas schreibt ( vermerken muss ) .... pure Hilfslosigkeit ! ! 

 Die Pegida fordert schon lange eine Verschärfung der Bullerei .... und dann so ein Anschreiben ? 

 Eisenstiefel an und weg mit dieser linksrotgrünen Faschistentruppe";True
856802774358147_aug;Paul Christian Weidner sie protokollieren hier lasst den Relikt der Menschheit in Stille , was klammern sie davon uns in Geräuschlosigkeit zu gewähren ... ? Sie herabsetzen hier mit ihrem Faschist Mist ... und warum wir darauf etwas niederschreiben liegt auf der Greifhand , wir gestatten uns nicht als Nazis anranzen ... wenn es sie so stört bezüglich Pegida und sie davon nichts befestigen , dann jemandem nachsetzen sie dies nicht und durchsuchen sie nicht die S. von Pegida ... wäre ein lohnenswerter Werden ihrerseits;True
